Origin_airport,Destination_airport,Origin_city,Origin_State,Destination_city,Destination_State,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
DCA,DTW,Washington,DC,Detroit,MI,118,118,1,405,01/03/1990,8270942,8503650,38.8521,-77.037697,42.21239853,-83.35340118
BKL,EWR,Cleveland,OH,Newark,NJ,57,184,1,396,01/04/2008,2094051,18968501,41.51750183,-81.6832962,40.69250107,-74.16870117
GRB,ORD,Green Bay,WI,Chicago,IL,3708,8576,134,174,01/04/1991,247860,16550288,44.48509979,-88.12960052,41.97859955,-87.90480042
TVC,DTW,Traverse City,MI,Detroit,MI,2328,4400,44,207,01/09/2003,137816,8985512,44.74140167,-85.5821991,42.21239853,-83.35340118
GSO,TPA,Greensboro,NC,Tampa,FL,770,3720,31,580,01/08/1997,591489,2225002,36.09780121,-79.93730164,27.97550011,-82.53320313
LAN,ORD,Lansing,MI,Chicago,IL,1934,2622,57,179,01/09/1993,442261,16876600,42.77870178,-84.58740234,41.97859955,-87.90480042
SFO,DTW,San Francisco,CA,Detroit,MI,129,130,1,2079,01/08/1993,7635582,8711888,37.61899948,-122.375,42.21239853,-83.35340118
JAX,ORD,Jacksonville,FL,Chicago,IL,1877,3381,23,865,01/09/1999,1077513,17655010,30.49410057,-81.68789673,41.97859955,-87.90480042
EWR,ATL,Newark,NJ,Atlanta,GA,28945,46671,331,745,01/11/1998,17341505,3872031,40.69250107,-74.16870117,33.63669968,-84.42810059
DCA,BOS,Washington,DC,Boston,MA,5268,7434,59,399,01/05/1998,9079986,8506878,38.8521,-77.037697,42.36429977,-71.00520325
LAX,DTW,Los Angeles,CA,Detroit,MI,0,247,1,1979,01/12/2006,25427320,8969084,33.94250107,-118.4079971,42.21239853,-83.35340118
CLT,EWR,Charlotte,NC,Newark,NJ,6002,10556,58,528,01/04/1995,1135592,17130692,35.2140007,-80.94309998,40.69250107,-74.16870117
ILN,TPA,Wilmington,OH,Tampa,FL,0,0,19,798,01/08/2006,42837,2684639,39.42789841,-83.792099,27.97550011,-82.53320313
DCA,BUF,Washington,DC,Buffalo,NY,248,404,4,296,01/09/1995,8757652,1180896,38.8521,-77.037697,42.94049835,-78.73220062
DTW,FNT,Detroit,MI,Flint,MI,302,400,4,56,01/05/2006,8969084,437395,42.21239853,-83.35340118,42.9654007,-83.74359894
OKC,ATL,Oklahoma City,OK,Atlanta,GA,1435,2700,27,761,01/01/2004,1140779,4802300,35.39310074,-97.60070038,33.63669968,-84.42810059
RFD,YIP,Rockford,IL,Detroit,MI,0,0,2,285,01/08/2007,350765,8913164,42.19540024,-89.09719849,42.23789978,-83.53040314
CLT,MIA,Charlotte,NC,Miami,FL,7103,8932,70,651,01/12/1995,1135592,8913928,35.2140007,-80.94309998,25.79319954,-80.29060364
COS,ORD,Colorado Springs,CO,Chicago,IL,2889,3132,29,911,01/08/1997,499768,17405264,38.80580139,-104.7009964,41.97859955,-87.90480042
ICT,AFW,Wichita,KS,Dallas,TX,0,0,1,322,01/03/2009,612683,12895230,37.64989853,-97.43309784,32.98759842,-97.31880188
ORD,MIA,Chicago,IL,Miami,FL,0,252,1,1197,01/12/2007,18903872,10930366,41.97859955,-87.90480042,25.79319954,-80.29060364
PVD,TPA,Providence,RI,Tampa,FL,1731,2877,21,1137,01/06/1997,1501497,2225002,41.73260117,-71.42040253,27.97550011,-82.53320313
IAH,DFW,Houston,TX,Dallas,TX,155,282,1,224,01/10/1996,4268132,8994450,29.9843998,-95.34140015,32.89680099,-97.03800201
PHX,RNO,Phoenix,AZ,Reno,NV,84,268,2,601,01/10/2005,3884588,394881,33.43429947,-112.012001,39.49909973,-119.7679977
LAX,MIA,Los Angeles,CA,Miami,FL,3866,5560,28,2342,01/02/2001,25051472,10240512,33.94250107,-118.4079971,25.79319954,-80.29060364
JFK,TPA,New York,NY,Tampa,FL,65,266,2,1005,01/10/1995,34261384,2175213,40.63980103,-73.77890015,27.97550011,-82.53320313
AUS,HOU,Austin,TX,Houston,TX,12052,18070,148,152,01/10/1992,901055,3983375,30.19449997,-97.66989899,29.64539909,-95.27890015
SEA,EWR,Seattle,WA,Newark,NJ,0,2400,4,2401,01/02/1997,5727624,17264316,47.44900131,-122.3089981,40.69250107,-74.16870117
ROC,ORD,Rochester,NY,Chicago,IL,1921,2250,45,528,01/12/2005,1033470,18724160,43.1189003,-77.67240143,41.97859955,-87.90480042
EWR,MIA,Newark,NJ,Miami,FL,47,173,1,1086,01/09/1994,17072218,8746902,40.69250107,-74.16870117,25.79319954,-80.29060364
BNA,DFW,Nashville,TN,Dallas,TX,0,0,4,631,01/12/2003,1386743,11164066,36.12450027,-86.67819977,32.89680099,-97.03800201
MDW,EWR,Chicago,IL,Newark,NJ,925,2912,28,711,01/04/2000,18235464,18352743,41.7859993,-87.75240326,40.69250107,-74.16870117
STL,HOU,St. Louis,MO,Houston,TX,10193,13015,95,687,01/06/1992,2603363,3983375,38.74869919,-90.37000275,29.64539909,-95.27890015
MSY,ORD,New Orleans,LA,Chicago,IL,446,588,4,837,01/05/1994,1286646,17018756,29.99340057,-90.25800323,41.97859955,-87.90480042
ATL,FNT,Atlanta,GA,Flint,MI,5544,8775,75,644,01/06/2001,4432950,437901,33.63669968,-84.42810059,42.9654007,-83.74359894
IAH,AUS,Houston,TX,Austin,TX,1617,2480,20,140,01/09/2008,5726705,1654100,29.9843998,-95.34140015,30.19449997,-97.66989899
XNA,ATL,Fayetteville,AR,Atlanta,GA,4563,6800,136,589,01/11/2001,359646,4432950,36.281898,-94.306801,33.63669968,-84.42810059
IND,ATL,Indianapolis,IN,Atlanta,GA,2467,2877,21,432,01/10/2007,1697656,5267527,39.7173,-86.294403,33.63669968,-84.42810059
TYS,DFW,Knoxville,TN,Dallas,TX,2872,5046,58,772,01/04/2002,632944,10953156,35.81100082,-83.9940033,32.89680099,-97.03800201
CLT,TPA,Charlotte,NC,Tampa,FL,7672,13608,108,508,01/01/2001,1375381,2442189,35.2140007,-80.94309998,27.97550011,-82.53320313
DTW,BUF,Detroit,MI,Buffalo,NY,1203,2750,22,240,01/07/1998,8944948,1151490,42.21239853,-83.35340118,42.94049835,-78.73220062
RDU,EWR,Raleigh,NC,Newark,NJ,8786,14456,139,416,01/11/2001,835602,18490029,35.87760162,-78.78749847,40.69250107,-74.16870117
ORD,DFW,Chicago,IL,Dallas,TX,2800,3468,25,802,01/03/2008,19031272,12602170,41.97859955,-87.90480042,32.89680099,-97.03800201
JAX,EWR,Jacksonville,FL,Newark,NJ,5217,5928,52,821,01/07/2008,1316528,18968501,30.49410057,-81.68789673,40.69250107,-74.16870117
CVG,ATL,Cincinnati,OH,Atlanta,GA,1939,2204,29,373,01/09/2009,2171896,5475213,39.04880142,-84.6678009,33.63669968,-84.42810059
CLT,ORD,Charlotte,NC,Chicago,IL,2949,4284,34,599,01/12/2006,1583869,18797710,35.2140007,-80.94309998,41.97859955,-87.90480042
LAX,ORD,Los Angeles,CA,Chicago,IL,3360,3476,22,1745,01/07/2001,25051472,18385002,33.94250107,-118.4079971,41.97859955,-87.90480042
BHM,ATL,Birmingham,AL,Atlanta,GA,119,124,1,134,01/06/2005,1090441,4947012,33.56290054,-86.75350189,33.63669968,-84.42810059
IAD,DTW,Washington,DC,Detroit,MI,1799,3052,28,383,01/06/1999,9231820,8962394,38.94449997,-77.45580292,42.21239853,-83.35340118
LGA,TPA,New York,NY,Tampa,FL,3483,3906,31,1011,01/12/1999,34863448,2278169,40.77719879,-73.87259674,27.97550011,-82.53320313
GSO,ATL,Greensboro,NC,Atlanta,GA,1375,2550,51,306,01/06/2005,673638,4947012,36.09780121,-79.93730164,33.63669968,-84.42810059
EAT,YKM,Wenatchee,WA,Yakima,WA,0,0,4,60,01/02/2006,105289,230171,47.39889908,-120.2070007,46.56819916,-120.5439987
ORD,ORD,Chicago,IL,Chicago,IL,0,0,0,0,01/06/2009,19161134,19161134,41.97859955,-87.90480042,41.97859955,-87.90480042
FWA,ORD,Fort Wayne,IN,Chicago,IL,85,350,7,157,01/11/1991,356826,16550288,40.97850037,-85.19509888,41.97859955,-87.90480042
DTW,FNT,Detroit,MI,Flint,MI,4243,5382,78,56,01/02/2004,8996622,439880,42.21239853,-83.35340118,42.9654007,-83.74359894
DTW,ATL,Detroit,MI,Atlanta,GA,9556,10625,85,594,01/07/2000,8914942,4281905,42.21239853,-83.35340118,33.63669968,-84.42810059
CVG,BOS,Cincinnati,OH,Boston,MA,3131,3732,24,752,01/06/2002,2050030,8918022,39.04880142,-84.6678009,42.36429977,-71.00520325
BHM,ATL,Birmingham,AL,Atlanta,GA,219,287,1,134,01/03/2003,1073439,4673146,33.56290054,-86.75350189,33.63669968,-84.42810059
IND,EWR,Indianapolis,IN,Newark,NJ,44,282,3,644,01/12/1990,1299152,16868983,39.7173,-86.294403,40.69250107,-74.16870117
TYS,OMA,Knoxville,TN,Omaha,NE,0,66,1,747,01/12/2009,699247,849517,35.81100082,-83.9940033,41.30319977,-95.89409637
STL,ATL,St. Louis,MO,Atlanta,GA,877,1550,31,483,01/08/2004,2759153,4802300,38.74869919,-90.37000275,33.63669968,-84.42810059
LAX,RNO,Los Angeles,CA,Reno,NV,14403,18480,132,390,01/04/1996,23326070,301240,33.94250107,-118.4079971,39.49909973,-119.7679977
ALB,DTW,Albany,NY,Detroit,MI,373,1232,11,488,01/12/1991,817567,8578382,42.74829865,-73.80169678,42.21239853,-83.35340118
TLH,MIA,Tallahassee,FL,Miami,FL,695,1036,28,403,01/11/2006,347359,10933486,30.39649963,-84.35030365,25.79319954,-80.29060364
PHL,DTW,Philadelphia,PA,Detroit,MI,0,0,7,453,01/07/2002,11511748,8972134,39.87189865,-75.2410965,42.21239853,-83.35340118
EWR,ORD,Newark,NJ,Chicago,IL,2549,3090,30,719,01/08/1997,17264316,17405264,40.69250107,-74.16870117,41.97859955,-87.90480042
SNA,ATL,Santa Ana,CA,Atlanta,GA,21136,23164,126,1919,01/08/2008,12768395,5385586,33.67570114,-117.8679962,33.63669968,-84.42810059
AUS,DFW,Austin,TX,Dallas,TX,1082,2996,28,183,01/01/2000,1265715,10392376,30.19449997,-97.66989899,32.89680099,-97.03800201
BUF,BOS,Buffalo,NY,Boston,MA,812,1400,14,396,01/08/1999,1142121,8550938,42.94049835,-78.73220062,42.36429977,-71.00520325
CLT,DAY,Charlotte,NC,Dayton,OH,6822,7910,113,370,01/07/2008,1706469,837036,35.2140007,-80.94309998,39.90240097,-84.2193985
FLL,ATL,Fort Lauderdale,FL,Atlanta,GA,3229,9796,31,581,01/06/1990,4074690,3087755,26.07259941,-80.15270233,33.63669968,-84.42810059
JFK,DFW,New York,NY,Dallas,TX,86,118,1,1391,01/11/1991,33749684,8182938,40.63980103,-73.77890015,32.89680099,-97.03800201
PIT,BUF,Pittsburgh,PA,Buffalo,NY,1655,2900,29,186,01/05/1998,2418452,1151490,40.49150085,-80.23290253,42.94049835,-78.73220062
IAH,TOL,Houston,TX,Toledo,OH,0,0,4,1028,01/12/2002,4978638,666252,29.9843998,-95.34140015,41.58679962,-83.80780029
SYR,ORD,Syracuse,NY,Chicago,IL,1317,1500,30,607,01/05/2005,646130,18724160,43.11119843,-76.10630035,41.97859955,-87.90480042
IAH,OMA,Houston,TX,Omaha,NE,3761,4250,85,781,01/06/2002,4978638,782384,29.9843998,-95.34140015,41.30319977,-95.89409637
KTN,JNU,Ketchikan,AK,Juneau,AK,0,0,2,234,01/11/2004,13122,30978,55.35559845,-131.7140045,58.35499954,-134.576004
ORD,BOS,Chicago,IL,Boston,MA,33530,39440,290,867,01/10/2006,18797710,8946954,41.97859955,-87.90480042,42.36429977,-71.00520325
MDW,ATL,Chicago,IL,Atlanta,GA,21251,28080,237,590,01/08/2003,18572324,4673146,41.7859993,-87.75240326,33.63669968,-84.42810059
BUF,ATL,Buffalo,NY,Atlanta,GA,3050,5565,53,712,01/01/1994,1186544,3444861,42.94049835,-78.73220062,33.63669968,-84.42810059
PHX,ELP,Phoenix,AZ,El Paso,TX,71,113,1,347,01/08/2004,3723359,702433,33.43429947,-112.012001,31.80719948,-106.3779984
DCA,BOS,Washington,DC,Boston,MA,257,700,14,399,01/03/2005,10458534,8917782,38.8521,-77.037697,42.36429977,-71.00520325
MSP,BUF,Minneapolis,MN,Buffalo,NY,178,234,3,734,01/10/1991,2581103,1191010,44.88199997,-93.22180176,42.94049835,-78.73220062
RDU,TPA,Raleigh,NC,Tampa,FL,7079,12299,82,587,01/11/1993,603263,2132804,35.87760162,-78.78749847,27.97550011,-82.53320313
HOU,ATL,Houston,TX,Atlanta,GA,5143,8520,60,696,01/03/1991,3888584,3163883,29.64539909,-95.27890015,33.63669968,-84.42810059
FLL,MIA,Fort Lauderdale,FL,Miami,FL,0,0,1,21,01/12/2008,5501752,11003504,26.07259941,-80.15270233,25.79319954,-80.29060364
PIT,BUF,Pittsburgh,PA,Buffalo,NY,1492,2628,18,186,01/06/1995,2460192,1180896,40.49150085,-80.23290253,42.94049835,-78.73220062
JFK,MIA,New York,NY,Miami,FL,119,137,1,1090,01/09/1990,33737966,8149380,40.63980103,-73.77890015,25.79319954,-80.29060364
LAX,BOS,Los Angeles,CA,Boston,MA,234,360,3,2611,01/04/2002,25269954,8918022,33.94250107,-118.4079971,42.36429977,-71.00520325
PHX,AUS,Phoenix,AZ,Austin,TX,5196,5617,41,868,01/06/1996,2753549,1036319,33.43429947,-112.012001,30.19449997,-97.66989899
TPA,DFW,Tampa,FL,Dallas,TX,4833,5453,30,929,01/06/1998,2254405,9475022,27.97550011,-82.53320313,32.89680099,-97.03800201
CMH,ORD,Columbus,OH,Chicago,IL,140,148,4,296,01/03/2002,1659344,18490270,39.9980011,-82.89189911,41.97859955,-87.90480042
BWI,TUS,Baltimore,MD,Tucson,AZ,133,137,1,1976,01/02/2003,2621815,903320,39.17539978,-76.66829681,32.11610031,-110.9410019
MCN,ATL,Macon,GA,Atlanta,GA,804,2640,40,79,01/03/2000,222387,4281905,32.69279861,-83.64920044,33.63669968,-84.42810059
MDW,MIA,Chicago,IL,Miami,FL,2630,4060,30,1182,01/04/1991,16550288,8312530,41.7859993,-87.75240326,25.79319954,-80.29060364
EWR,DFW,Newark,NJ,Dallas,TX,5268,8996,60,1372,01/12/1994,17072218,8613622,40.69250107,-74.16870117,32.89680099,-97.03800201
MCI,DTW,Kansas City,MO,Detroit,MI,4521,5400,54,629,01/08/2007,2011857,8913164,39.2976,-94.713898,42.21239853,-83.35340118
MIA,ATL,Miami,FL,Atlanta,GA,1341,4686,33,595,01/08/1995,8913928,3548667,25.79319954,-80.29060364,33.63669968,-84.42810059
IAD,AUS,Washington,DC,Austin,TX,1484,2288,22,1294,01/02/2001,9854548,1324426,38.94449997,-77.45580292,30.19449997,-97.66989899
MBS,YIP,Saginaw,MI,Detroit,MI,0,0,1,94,01/08/2001,209363,8958464,43.53290176,-84.07959747,42.23789978,-83.53040314
STL,ORD,St. Louis,MO,Chicago,IL,4673,6014,62,258,01/05/1997,2651494,17405264,38.74869919,-90.37000275,41.97859955,-87.90480042
LAW,DFW,Lawton,OK,Dallas,TX,638,1200,80,140,01/09/1993,118023,8450926,34.56769943,-98.41660309,32.89680099,-97.03800201
DTW,EWR,Detroit,MI,Newark,NJ,872,1043,7,487,01/02/1998,8944948,17341505,42.21239853,-83.35340118,40.69250107,-74.16870117
OKC,TUL,Oklahoma City,OK,Tulsa,OK,3111,9089,61,111,01/01/1997,1045454,819477,35.39310074,-97.60070038,36.19839859,-95.88809967
DTW,BUF,Detroit,MI,Buffalo,NY,395,500,5,240,01/03/2007,8913164,1125965,42.21239853,-83.35340118,42.94049835,-78.73220062
BUF,OMA,Buffalo,NY,Omaha,NE,0,0,1,887,01/12/2002,1158368,782384,42.94049835,-78.73220062,41.30319977,-95.89409637
IAH,MIA,Houston,TX,Miami,FL,3140,4667,32,964,01/05/1991,3888584,8312530,29.9843998,-95.34140015,25.79319954,-80.29060364
SLC,ORD,Salt Lake City,UT,Chicago,IL,5268,7998,62,1249,01/10/2000,972653,18235464,40.78839874,-111.9779968,41.97859955,-87.90480042
PBI,ATL,West Palm Beach,FL,Atlanta,GA,1297,1457,8,545,01/04/1999,4760522,3988728,26.68320084,-80.09559631,33.63669968,-84.42810059
RIC,BOS,Richmond,VA,Boston,MA,950,2781,27,474,01/03/1993,992418,8260582,37.50519943,-77.31970215,42.36429977,-71.00520325
ANC,ORD,Anchorage,AK,Chicago,IL,0,0,18,2846,01/10/2008,365790,19031272,61.17440033,-149.9960022,41.97859955,-87.90480042
TPA,ATL,Tampa,FL,Atlanta,GA,599,2318,19,406,01/01/1994,2154044,3444861,27.97550011,-82.53320313,33.63669968,-84.42810059
OCF,MIA,Ocala,FL,Miami,FL,0,174,1,261,01/10/2009,328547,11094102,29.17259979,-82.22419739,25.79319954,-80.29060364
MLU,DFW,Monroe,LA,Dallas,TX,2276,3038,31,292,01/03/1990,162911,8019250,32.51089859,-92.03769684,32.89680099,-97.03800201
PDX,ATL,Portland,OR,Atlanta,GA,5139,6944,28,2172,01/02/1993,1653097,3339551,45.58869934,-122.5979996,33.63669968,-84.42810059
TYS,ORD,Knoxville,TN,Chicago,IL,1925,2950,59,475,01/10/2002,632944,18490270,35.81100082,-83.9940033,41.97859955,-87.90480042
ANC,JNU,Anchorage,AK,Juneau,AK,80,868,14,571,01/01/1992,289910,28320,61.17440033,-149.9960022,58.35499954,-134.576004
DAY,ORD,Dayton,OH,Chicago,IL,2525,3706,34,240,01/12/1998,859406,17529224,39.90240097,-84.2193985,41.97859955,-87.90480042
CLT,ORD,Charlotte,NC,Chicago,IL,196,324,3,599,01/02/1997,1194105,17405264,35.2140007,-80.94309998,41.97859955,-87.90480042
YIP,ELP,Detroit,MI,El Paso,TX,0,0,3,1447,01/05/2007,8913164,727828,42.23789978,-83.53040314,31.80719948,-106.3779984
PHX,ORD,Phoenix,AZ,Chicago,IL,505,576,4,1440,01/03/1999,3013696,17655010,33.43429947,-112.012001,41.97859955,-87.90480042
HOT,ATL,Hot Springs,AR,Atlanta,GA,0,650,13,500,01/09/2006,95492,5119641,34.47800064,-93.09619904,33.63669968,-84.42810059
PHL,EWR,Philadelphia,PA,Newark,NJ,215,216,1,81,01/09/2006,11761824,18825633,39.87189865,-75.2410965,40.69250107,-74.16870117
MSP,EWR,Minneapolis,MN,Newark,NJ,3965,10647,71,1008,01/02/1995,2725644,17130692,44.88199997,-93.22180176,40.69250107,-74.16870117
DSM,ORD,Des Moines,IA,Chicago,IL,277,436,4,299,01/05/1999,469192,17655010,41.5340004,-93.6631012,41.97859955,-87.90480042
OKC,DFW,Oklahoma City,OK,Dallas,TX,2128,3080,44,175,01/06/2002,1120187,10953156,35.39310074,-97.60070038,32.89680099,-97.03800201
TYS,DTW,Knoxville,TN,Detroit,MI,1968,2400,24,443,01/06/1999,606304,8962394,35.81100082,-83.9940033,42.21239853,-83.35340118
LAN,DEC,Lansing,MI,Decatur,IL,0,0,1,301,01/06/2007,455516,108722,42.77870178,-84.58740234,39.83459854,-88.86569977
MIA,TPA,Miami,FL,Tampa,FL,693,1425,75,204,01/09/2003,10561342,2522780,25.79319954,-80.29060364,27.97550011,-82.53320313
BUF,DTW,Buffalo,NY,Detroit,MI,4377,6300,63,240,01/09/1994,1186544,8761684,42.94049835,-78.73220062,42.21239853,-83.35340118
JFK,EWR,New York,NY,Newark,NJ,91,119,1,21,01/04/2000,36705486,18352743,40.63980103,-73.77890015,40.69250107,-74.16870117
CVG,ATL,Cincinnati,OH,Atlanta,GA,0,0,1,373,01/08/2003,2066256,4673146,39.04880142,-84.6678009,33.63669968,-84.42810059
COS,DFW,Colorado Springs,CO,Dallas,TX,50,149,1,592,01/01/1998,510597,9475022,38.80580139,-104.7009964,32.89680099,-97.03800201
IND,ORD,Indianapolis,IN,Chicago,IL,94,150,1,177,01/12/2000,1531156,18235464,39.7173,-86.294403,41.97859955,-87.90480042
EWR,ORD,Newark,NJ,Chicago,IL,0,0,3,719,01/10/2004,18747431,18664180,40.69250107,-74.16870117,41.97859955,-87.90480042
TUS,DFW,Tucson,AZ,Dallas,TX,3487,4260,30,813,01/07/1992,692538,8314270,32.11610031,-110.9410019,32.89680099,-97.03800201
GRB,ORD,Green Bay,WI,Chicago,IL,4789,9024,141,174,01/01/1998,268695,17529224,44.48509979,-88.12960052,41.97859955,-87.90480042
JAX,DTW,Jacksonville,FL,Detroit,MI,309,330,3,814,01/03/2006,1279132,8969084,30.49410057,-81.68789673,42.21239853,-83.35340118
ATL,MIA,Atlanta,GA,Miami,FL,106,107,1,595,01/02/1996,3652439,9086872,33.63669968,-84.42810059,25.79319954,-80.29060364
DTW,EWR,Detroit,MI,Newark,NJ,8599,11656,94,487,01/06/2000,8914942,18352743,42.21239853,-83.35340118,40.69250107,-74.16870117
IAD,ATL,Washington,DC,Atlanta,GA,3490,4410,63,533,01/06/2009,10952482,5475213,38.94449997,-77.45580292,33.63669968,-84.42810059
FWA,DTW,Fort Wayne,IN,Detroit,MI,628,1020,30,128,01/04/2002,396060,8972134,40.97850037,-85.19509888,42.21239853,-83.35340118
MSY,ATL,New Orleans,LA,Atlanta,GA,165,304,4,425,01/09/2007,1109415,5267527,29.99340057,-90.25800323,33.63669968,-84.42810059
SEA,RNO,Seattle,WA,Reno,NV,102,172,1,564,01/11/2006,6519890,402383,47.44900131,-122.3089981,39.49909973,-119.7679977
LAX,ORD,Los Angeles,CA,Chicago,IL,6864,11970,95,1745,01/08/1999,24181874,17655010,33.94250107,-118.4079971,41.97859955,-87.90480042
ORD,RNO,Chicago,IL,Reno,NV,10534,12779,90,1671,01/04/2004,18664180,385049,41.97859955,-87.90480042,39.49909973,-119.7679977
DFW,DTW,Dallas,TX,Detroit,MI,181,188,1,987,01/04/1999,9703564,8962394,32.89680099,-97.03800201,42.21239853,-83.35340118
ALW,YKM,Walla Walla,WA,Yakima,WA,16,37,1,112,01/08/2004,57035,227013,46.09489822,-118.288002,46.56819916,-120.5439987
ROA,MIA,Roanoke,VA,Miami,FL,123,173,1,795,01/12/2002,288858,10425204,37.32550049,-79.97540283,25.79319954,-80.29060364
MIA,EWR,Miami,FL,Newark,NJ,5086,7273,29,1086,01/11/2001,10240512,18490029,25.79319954,-80.29060364,40.69250107,-74.16870117
ALB,ORD,Albany,NY,Chicago,IL,1511,1960,16,723,01/05/2006,850541,18797710,42.74829865,-73.80169678,41.97859955,-87.90480042
MCO,ATL,Orlando,FL,Atlanta,GA,0,0,12,403,01/12/2004,1866597,4802300,28.42939949,-81.30899811,33.63669968,-84.42810059
PHX,DFW,Phoenix,AZ,Dallas,TX,23645,40093,289,868,01/09/1998,2930726,9475022,33.43429947,-112.012001,32.89680099,-97.03800201
BWI,ALB,Baltimore,MD,Albany,NY,61,122,1,288,01/02/2009,2690886,857592,39.17539978,-76.66829681,42.74829865,-73.80169678
ATL,ORD,Atlanta,GA,Chicago,IL,355,552,4,606,01/04/2001,4432950,18385002,33.63669968,-84.42810059,41.97859955,-87.90480042
CLE,DFW,Cleveland,OH,Dallas,TX,106,118,1,1021,01/01/1992,2122597,8314270,41.4117012,-81.84980011,32.89680099,-97.03800201
DFW,AUS,Dallas,TX,Austin,TX,42,50,1,190,01/05/2007,12313304,1594525,32.89680099,-97.03800201,30.19449997,-97.66989899
AVP,BUF,Scranton,PA,Buffalo,NY,32,108,1,190,01/02/1999,547818,1142121,41.33850098,-75.7233963,42.94049835,-78.73220062
CLT,ATL,Charlotte,NC,Atlanta,GA,10569,14040,120,227,01/06/2005,1519448,4947012,35.2140007,-80.94309998,33.63669968,-84.42810059
PHX,EKO,Phoenix,AZ,Elko,NV,93,124,1,550,01/03/1996,2753549,45034,33.43429947,-112.012001,40.82490158,-115.7919998
PBI,ORD,West Palm Beach,FL,Chicago,IL,3217,4536,42,1144,01/01/1994,4373451,17018756,26.68320084,-80.09559631,41.97859955,-87.90480042
FWA,DFW,Fort Wayne,IN,Dallas,TX,0,0,20,859,01/02/2004,400163,11379964,40.97850037,-85.19509888,32.89680099,-97.03800201
ABQ,DFW,Albuquerque,NM,Dallas,TX,14230,21541,155,569,01/05/1994,656887,8613622,35.04019928,-106.6090012,32.89680099,-97.03800201
SEA,DTW,Seattle,WA,Detroit,MI,5751,10304,56,1927,01/03/1990,5154164,8503650,47.44900131,-122.3089981,42.21239853,-83.35340118
PIT,BOS,Pittsburgh,PA,Boston,MA,4867,8614,59,496,01/04/1990,2468674,8269386,40.49150085,-80.23290253,42.36429977,-71.00520325
IAH,EWR,Houston,TX,Newark,NJ,7377,9100,52,1400,01/12/2007,5597674,18901167,29.9843998,-95.34140015,40.69250107,-74.16870117
IAH,MIA,Houston,TX,Miami,FL,7462,8940,60,964,01/06/1990,3789490,8149380,29.9843998,-95.34140015,25.79319954,-80.29060364
EWR,OMA,Newark,NJ,Omaha,NE,209,282,2,1133,01/11/1994,17072218,709260,40.69250107,-74.16870117,41.30319977,-95.89409637
LAX,ATL,Los Angeles,CA,Atlanta,GA,7972,11968,64,1946,01/01/1992,23010408,3245141,33.94250107,-118.4079971,33.63669968,-84.42810059
CVG,TUL,Cincinnati,OH,Tulsa,OK,591,1200,24,646,01/01/2006,2122711,892635,39.04880142,-84.6678009,36.19839859,-95.88809967
MCO,ORD,Orlando,FL,Chicago,IL,7514,8432,62,1005,01/08/2006,1999994,18797710,28.42939949,-81.30899811,41.97859955,-87.90480042
AMA,DFW,Amarillo,TX,Dallas,TX,30,34,1,313,01/12/2004,235113,11379964,35.2193985,-101.7060013,32.89680099,-97.03800201
AUS,MIA,Austin,TX,Miami,FL,1460,4031,29,1107,01/04/1998,1104612,9383038,30.19449997,-97.66989899,25.79319954,-80.29060364
MDT,ATL,Harrisburg,PA,Atlanta,GA,4399,8804,62,619,01/01/1993,489032,3339551,40.19350052,-76.76339722,33.63669968,-84.42810059
CLE,ORD,Cleveland,OH,Chicago,IL,10379,15106,83,316,01/11/1999,2117837,17655010,41.4117012,-81.84980011,41.97859955,-87.90480042
RIC,ATL,Richmond,VA,Atlanta,GA,50,50,1,481,01/12/2009,1238187,5475213,37.50519943,-77.31970215,33.63669968,-84.42810059
FLL,MIA,Fort Lauderdale,FL,Miami,FL,0,244,2,21,01/08/2007,5465183,10930366,26.07259941,-80.15270233,25.79319954,-80.29060364
