S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
14161,2024-11,Retail,Service_A,1962.88,0.05,94.22,1868.66,01/11/2024,,,
14162,2024-04,Enterprise,Service_A,23378.2,0.01,303.92,23074.28,01/04/2024,,,
14163,2024-01,Enterprise,AddOn_D,23367.8,0.01,327.15,23040.65,01/01/2024,,,
14164,2024-03,Enterprise,AddOn_D,28940.45,0.01,144.7,28795.75,01/03/2024,,,
14165,2024-06,Enterprise,Service_A,25687.33,0.01,154.12,25533.21,01/06/2024,,,
14166,2024-06,Retail,AddOn_D,1607.86,0.04,69.14,1538.72,01/06/2024,,,
14167,2024-07,Retail,Service_A,1142.45,0.04,41.13,1101.32,01/07/2024,,,
14168,2024-06,SMB,AddOn_D,7131.22,0.03,199.67,6931.55,01/06/2024,,,
14169,2024-08,Enterprise,Product_B,16883.57,0.01,135.07,16748.5,01/08/2024,,,
14170,2024-08,SMB,Service_A,7069.6,0.03,219.16,6850.44,01/08/2024,,,
14171,2024-01,Retail,Service_A,4177.93,0.05,213.07,3964.86,01/01/2024,,,
14172,2024-03,Enterprise,Service_A,26250.78,0.01,341.26,25909.52,01/03/2024,,,
14173,2024-01,Enterprise,Product_B,28664.25,0.01,343.97,28320.28,01/01/2024,,,
14174,2024-04,SMB,Subscription_C,10747.49,0.03,268.69,10478.8,01/04/2024,,,
14175,2024-03,Enterprise,Product_B,15621.4,0.01,203.08,15418.32,01/03/2024,,,
14176,2024-10,Enterprise,Product_B,26356.27,0.01,263.56,26092.71,01/10/2024,,,
14177,2024-10,SMB,Service_A,12490.41,0.03,362.22,12128.19,01/10/2024,,,
14178,2024-03,SMB,Service_A,10054.23,0.02,160.87,9893.36,01/03/2024,,,
14179,2024-01,SMB,Subscription_C,11985.5,0.02,239.71,11745.79,01/01/2024,,,
14180,2024-01,Retail,Service_A,4591.43,0.05,215.8,4375.63,01/01/2024,,,
14181,2024-01,Enterprise,AddOn_D,24695.74,0.01,197.57,24498.17,01/01/2024,,,
14182,2024-01,Enterprise,Service_A,28228.23,0.01,254.05,27974.18,01/01/2024,,,
14183,2024-08,Enterprise,Subscription_C,21579.8,0.01,129.48,21450.32,01/08/2024,,,
14184,2024-04,SMB,Product_B,7844.48,0.02,141.2,7703.28,01/04/2024,,,
14185,2024-08,Enterprise,AddOn_D,22609.82,0.01,203.49,22406.33,01/08/2024,,,
14186,2024-07,Enterprise,AddOn_D,15608.81,0.01,140.48,15468.33,01/07/2024,,,
14187,2024-01,SMB,Product_B,8716.17,0.03,226.62,8489.55,01/01/2024,,,
14188,2024-05,Retail,Product_B,4297.5,0.05,193.39,4104.11,01/05/2024,,,
14189,2024-03,SMB,Subscription_C,8584.08,0.03,274.69,8309.39,01/03/2024,,,
14190,2024-01,Enterprise,AddOn_D,22880.15,0.01,251.68,22628.47,01/01/2024,,,
14191,2024-03,Enterprise,Subscription_C,21378.12,0.01,213.78,21164.34,01/03/2024,,,
14192,2024-03,Retail,AddOn_D,1152.39,0.04,50.71,1101.68,01/03/2024,,,
14193,2024-03,Retail,Subscription_C,4096.6,0.05,188.44,3908.16,01/03/2024,,,
14194,2024-01,Retail,Service_A,2255.37,0.04,99.24,2156.13,01/01/2024,,,
14195,2024-06,Enterprise,AddOn_D,26328.24,0.01,236.95,26091.29,01/06/2024,,,
14196,2024-03,Retail,AddOn_D,1594.89,0.04,59.01,1535.88,01/03/2024,,,
14197,2024-04,Retail,Service_A,1122.35,0.05,53.87,1068.48,01/04/2024,,,
14198,2024-07,SMB,AddOn_D,6650,0.04,232.75,6417.25,01/07/2024,,,
14199,2024-08,Retail,Product_B,4245.47,0.04,157.08,4088.39,01/08/2024,,,
14200,2024-03,Retail,Subscription_C,2996.47,0.05,137.84,2858.63,01/03/2024,,,
14201,2024-06,SMB,Product_B,9854.34,0.03,285.78,9568.56,01/06/2024,,,
14202,2024-05,SMB,Subscription_C,5963.35,0.02,119.27,5844.08,01/05/2024,,,
14203,2024-03,Retail,Service_A,2666.7,0.04,109.33,2557.37,01/03/2024,,,
14204,2024-01,Retail,Service_A,3804.37,0.05,194.02,3610.35,01/01/2024,,,
14205,2024-11,Enterprise,Subscription_C,29119.55,0.01,262.08,28857.47,01/11/2024,,,
14206,2024-05,Enterprise,Subscription_C,21096.64,0.01,189.87,20906.77,01/05/2024,,,
14207,2024-01,Retail,Product_B,2613.77,0.04,109.78,2503.99,01/01/2024,,,
14208,2024-11,SMB,Product_B,12467.24,0.02,211.94,12255.3,01/11/2024,,,
14209,2024-01,SMB,Service_A,11980.45,0.03,335.45,11645,01/01/2024,,,
14210,2024-01,Enterprise,Subscription_C,19840.94,0.01,218.25,19622.69,01/01/2024,,,
14211,2024-01,Retail,Subscription_C,2193.16,0.05,98.69,2094.47,01/01/2024,,,
14212,2024-11,Enterprise,Service_A,20412.28,0.01,265.36,20146.92,01/11/2024,,,
14213,2024-03,Retail,Service_A,1274.24,0.05,68.81,1205.43,01/03/2024,,,
14214,2024-06,SMB,AddOn_D,9587.95,0.02,153.41,9434.54,01/06/2024,,,
14215,2024-01,SMB,Product_B,10704.42,0.03,299.72,10404.7,01/01/2024,,,
14216,2024-07,Retail,AddOn_D,2035.38,0.05,103.8,1931.58,01/07/2024,,,
14217,2024-03,Enterprise,Product_B,20085.46,0.01,120.51,19964.95,01/03/2024,,,
14218,2024-03,Enterprise,AddOn_D,26907.1,0.01,349.79,26557.31,01/03/2024,,,
14219,2024-09,SMB,Service_A,13220.43,0.02,198.31,13022.12,01/09/2024,,,
14220,2024-07,Enterprise,Service_A,24586.44,0.01,196.69,24389.75,01/07/2024,,,
14221,2024-01,SMB,AddOn_D,13818.85,0.02,304.01,13514.84,01/01/2024,,,
14222,2024-08,Enterprise,Subscription_C,23431.41,0.01,328.04,23103.37,01/08/2024,,,
14223,2024-09,Retail,AddOn_D,4162.05,0.05,195.62,3966.43,01/09/2024,,,
14224,2024-03,Retail,Product_B,3723.93,0.04,152.68,3571.25,01/03/2024,,,
14225,2024-03,SMB,Service_A,9973.22,0.02,159.57,9813.65,01/03/2024,,,
14226,2024-01,Enterprise,AddOn_D,23771.31,0.01,332.8,23438.51,01/01/2024,,,
14227,2024-05,Enterprise,Product_B,15132.04,0.01,121.06,15010.98,01/05/2024,,,
14228,2024-09,Retail,Subscription_C,3976.82,0.04,147.14,3829.68,01/09/2024,,,
14229,2024-03,Retail,Subscription_C,3701.91,0.04,140.67,3561.24,01/03/2024,,,
14230,2024-09,Retail,Service_A,4914.15,0.05,260.45,4653.7,01/09/2024,,,
14231,2024-01,SMB,AddOn_D,12294.19,0.03,405.71,11888.48,01/01/2024,,,
14232,2024-04,Retail,Product_B,2702.82,0.04,118.92,2583.9,01/04/2024,,,
14233,2024-05,Retail,Service_A,4201.81,0.04,155.47,4046.34,01/05/2024,,,
14234,2024-01,Enterprise,Product_B,29694,0.01,267.25,29426.75,01/01/2024,,,
14235,2024-07,Retail,Product_B,1458.39,0.05,65.63,1392.76,01/07/2024,,,
14236,2024-03,SMB,Product_B,8671.92,0.02,130.08,8541.84,01/03/2024,,,
14237,2024-10,Enterprise,Subscription_C,21852.71,0.01,174.82,21677.89,01/10/2024,,,
14238,2024-08,SMB,Service_A,13111.33,0.03,393.34,12717.99,01/08/2024,,,
14239,2024-08,Enterprise,Subscription_C,17216.64,0.01,137.73,17078.91,01/08/2024,,,
14240,2024-08,Retail,AddOn_D,1946.68,0.05,89.55,1857.13,01/08/2024,,,
14241,2024-05,Retail,Service_A,4007.81,0.05,184.36,3823.45,01/05/2024,,,
14242,2024-11,Enterprise,Service_A,29813.73,0.01,298.14,29515.59,01/11/2024,,,
14243,2024-03,Retail,Subscription_C,4489.35,0.05,202.02,4287.33,01/03/2024,,,
14244,2024-08,Enterprise,AddOn_D,26839.2,0.01,214.71,26624.49,01/08/2024,,,
14245,2024-10,Retail,AddOn_D,3720.93,0.05,186.05,3534.88,01/10/2024,,,
14246,2024-10,Enterprise,Service_A,16943.23,0.01,84.72,16858.51,01/10/2024,,,
14247,2024-03,Retail,Service_A,4255.98,0.05,208.54,4047.44,01/03/2024,,,
14248,2024-07,SMB,AddOn_D,8026.74,0.02,136.45,7890.29,01/07/2024,,,
14249,2024-10,Enterprise,Service_A,15620.35,0.01,187.44,15432.91,01/10/2024,,,
14250,2024-11,Retail,Service_A,2793.19,0.04,114.52,2678.67,01/11/2024,,,
14251,2024-07,Enterprise,Service_A,25926.44,0.01,259.26,25667.18,01/07/2024,,,
14252,2024-03,Enterprise,Subscription_C,26118.92,0.01,156.71,25962.21,01/03/2024,,,
14253,2024-03,SMB,Subscription_C,10214.89,0.03,286.02,9928.87,01/03/2024,,,
14254,2024-11,SMB,Service_A,13359.9,0.02,293.92,13065.98,01/11/2024,,,
14255,2024-11,SMB,Product_B,8498.17,0.03,254.95,8243.22,01/11/2024,,,
14256,2024-11,Retail,AddOn_D,1473.87,0.04,54.53,1419.34,01/11/2024,,,
14257,2024-03,Enterprise,AddOn_D,27387.15,0.01,164.32,27222.83,01/03/2024,,,
14258,2024-05,SMB,Service_A,6445.3,0.02,135.35,6309.95,01/05/2024,,,
14259,2024-10,Enterprise,Subscription_C,26255.27,0.01,262.55,25992.72,01/10/2024,,,
14260,2024-04,SMB,Subscription_C,7365.95,0.02,162.05,7203.9,01/04/2024,,,
14261,2024-11,Retail,Product_B,4203.98,0.05,201.79,4002.19,01/11/2024,,,
14262,2024-01,Enterprise,Subscription_C,20696.08,0.01,144.87,20551.21,01/01/2024,,,
14263,2024-07,SMB,Subscription_C,11687.15,0.03,385.68,11301.47,01/07/2024,,,
14264,2024-11,SMB,AddOn_D,10330.35,0.02,165.29,10165.06,01/11/2024,,,
14265,2024-05,Enterprise,AddOn_D,28497.4,0.01,284.97,28212.43,01/05/2024,,,
14266,2024-09,SMB,Service_A,12839.88,0.03,333.84,12506.04,01/09/2024,,,
14267,2024-03,Enterprise,Product_B,18780.63,0.01,244.15,18536.48,01/03/2024,,,
14268,2024-03,Retail,Subscription_C,2532.87,0.04,93.72,2439.15,01/03/2024,,,
14269,2024-07,Enterprise,AddOn_D,20761.51,0.01,269.9,20491.61,01/07/2024,,,
14270,2024-05,Retail,Service_A,1030.24,0.04,44.3,985.94,01/05/2024,,,
14271,2024-04,SMB,Service_A,14433.17,0.02,230.93,14202.24,01/04/2024,,,
14272,2024-08,Enterprise,Product_B,20363.28,0.01,122.18,20241.1,01/08/2024,,,
14273,2024-09,SMB,Subscription_C,7847.32,0.02,141.25,7706.07,01/09/2024,,,
14274,2024-01,SMB,Subscription_C,12446.84,0.02,211.6,12235.24,01/01/2024,,,
14275,2024-07,Enterprise,Service_A,17757.02,0.01,230.84,17526.18,01/07/2024,,,
14276,2024-11,Enterprise,Product_B,17874.11,0.01,107.24,17766.87,01/11/2024,,,
14277,2024-01,SMB,AddOn_D,14345.01,0.02,329.94,14015.07,01/01/2024,,,
14278,2024-07,Retail,AddOn_D,4651.32,0.04,190.7,4460.62,01/07/2024,,,
14279,2024-10,Retail,Subscription_C,3621.33,0.05,166.58,3454.75,01/10/2024,,,
14280,2024-07,SMB,Service_A,14121.86,0.02,296.56,13825.3,01/07/2024,,,
14281,2024-10,Enterprise,AddOn_D,18019.83,0.02,270.3,17749.53,01/10/2024,,,
14282,2024-03,Enterprise,Subscription_C,15084.68,0.01,150.85,14933.83,01/03/2024,,,
14283,2024-03,Enterprise,Service_A,20937.31,0.01,272.19,20665.12,01/03/2024,,,
14284,2024-01,Enterprise,AddOn_D,16592.48,0.01,132.74,16459.74,01/01/2024,,,
14285,2024-01,SMB,Service_A,13552.94,0.03,379.48,13173.46,01/01/2024,,,
14286,2024-03,Enterprise,Service_A,20257.04,0.01,202.57,20054.47,01/03/2024,,,
14287,2024-09,Retail,Product_B,3145.92,0.04,110.11,3035.81,01/09/2024,,,
14288,2024-01,Enterprise,Subscription_C,16734.45,0.01,100.41,16634.04,01/01/2024,,,
14289,2024-03,Enterprise,AddOn_D,24758.03,0.01,247.58,24510.45,01/03/2024,,,
14290,2024-08,Retail,Service_A,2553.27,0.05,117.45,2435.82,01/08/2024,,,
14291,2024-01,SMB,Subscription_C,11995.66,0.02,239.91,11755.75,01/01/2024,,,
14292,2024-03,Retail,Subscription_C,1323.49,0.05,71.47,1252.02,01/03/2024,,,
14293,2024-06,Retail,AddOn_D,2535.74,0.05,124.25,2411.49,01/06/2024,,,
14294,2024-09,Retail,Product_B,4504.81,0.04,157.67,4347.14,01/09/2024,,,
14295,2024-07,Retail,Product_B,2517.82,0.04,108.27,2409.55,01/07/2024,,,
14296,2024-06,Retail,Service_A,4960.96,0.05,262.93,4698.03,01/06/2024,,,
14297,2024-05,Enterprise,AddOn_D,24217.93,0.01,145.31,24072.62,01/05/2024,,,
14298,2024-08,SMB,Product_B,8496.16,0.02,178.42,8317.74,01/08/2024,,,
14299,2024-03,Retail,Subscription_C,3554.63,0.04,124.41,3430.22,01/03/2024,,,
14300,2024-08,Enterprise,Product_B,24195.13,0.01,169.37,24025.76,01/08/2024,,,
14301,2024-05,SMB,Subscription_C,8836.23,0.02,176.72,8659.51,01/05/2024,,,
14302,2024-03,SMB,Product_B,10842.09,0.03,357.79,10484.3,01/03/2024,,,
14303,2024-06,Retail,Subscription_C,3532.31,0.04,134.23,3398.08,01/06/2024,,,
14304,2024-11,Retail,Product_B,3333.04,0.05,159.99,3173.05,01/11/2024,,,
14305,2024-06,Retail,Product_B,4302.77,0.04,172.11,4130.66,01/06/2024,,,
14306,2024-05,SMB,Subscription_C,12814.82,0.03,358.81,12456.01,01/05/2024,,,
14307,2024-09,Enterprise,Subscription_C,26128.06,0.01,313.54,25814.52,01/09/2024,,,
14308,2024-03,Retail,Service_A,3313.19,0.05,178.91,3134.28,01/03/2024,,,
14309,2024-08,Enterprise,AddOn_D,23474.05,0.01,234.74,23239.31,01/08/2024,,,
14310,2024-07,Enterprise,AddOn_D,26270.56,0.01,157.62,26112.94,01/07/2024,,,
14311,2024-08,Retail,Service_A,2242.17,0.04,91.93,2150.24,01/08/2024,,,
14312,2024-08,SMB,Subscription_C,7330.39,0.02,175.93,7154.46,01/08/2024,,,
14313,2024-03,SMB,Product_B,13864.88,0.02,235.7,13629.18,01/03/2024,,,
14314,2024-09,Retail,Service_A,1013.86,0.04,36.5,977.36,01/09/2024,,,
14315,2024-01,Enterprise,AddOn_D,20650.92,0.01,247.81,20403.11,01/01/2024,,,
14316,2024-11,Enterprise,AddOn_D,15332.49,0.01,153.32,15179.17,01/11/2024,,,
14317,2024-06,SMB,Product_B,10963.14,0.03,317.93,10645.21,01/06/2024,,,
14318,2024-10,SMB,Subscription_C,9576.18,0.03,277.71,9298.47,01/10/2024,,,
14319,2024-04,SMB,Product_B,11254.39,0.02,213.83,11040.56,01/04/2024,,,
14320,2024-03,Enterprise,Product_B,15702.52,0.01,204.13,15498.39,01/03/2024,,,
14321,2024-10,SMB,AddOn_D,5898.27,0.03,153.36,5744.91,01/10/2024,,,
14322,2024-05,SMB,Subscription_C,6118.25,0.02,104.01,6014.24,01/05/2024,,,
14323,2024-06,SMB,AddOn_D,9656.17,0.03,260.72,9395.45,01/06/2024,,,
14324,2024-01,Retail,AddOn_D,1991.89,0.05,97.6,1894.29,01/01/2024,,,
14325,2024-09,SMB,Service_A,7653.46,0.02,160.72,7492.74,01/09/2024,,,
14326,2024-01,SMB,AddOn_D,10970.35,0.03,351.05,10619.3,01/01/2024,,,
14327,2024-04,Retail,AddOn_D,2478,0.05,131.33,2346.67,01/04/2024,,,
14328,2024-10,Enterprise,Service_A,20348.76,0.01,223.84,20124.92,01/10/2024,,,
14329,2024-06,Retail,AddOn_D,1127.45,0.05,51.86,1075.59,01/06/2024,,,
14330,2024-08,SMB,AddOn_D,12384.87,0.03,421.09,11963.78,01/08/2024,,,
14331,2024-10,Enterprise,AddOn_D,27955.69,0.01,139.78,27815.91,01/10/2024,,,
14332,2024-11,Enterprise,Product_B,19569.61,0.01,273.97,19295.64,01/11/2024,,,
14333,2024-03,SMB,Subscription_C,10815.88,0.02,205.5,10610.38,01/03/2024,,,
14334,2024-01,Enterprise,Subscription_C,23747.64,0.01,118.74,23628.9,01/01/2024,,,
14335,2024-01,Enterprise,Service_A,15969.14,0.01,159.69,15809.45,01/01/2024,,,
14336,2024-04,Enterprise,Service_A,20280.09,0.01,141.96,20138.13,01/04/2024,,,
14337,2024-06,Enterprise,AddOn_D,29761.35,0.01,327.37,29433.98,01/06/2024,,,
14338,2024-10,Enterprise,AddOn_D,15729.55,0.01,204.48,15525.07,01/10/2024,,,
14339,2024-03,SMB,Product_B,8621.62,0.02,155.19,8466.43,01/03/2024,,,
14340,2024-04,SMB,Subscription_C,14553.31,0.03,480.26,14073.05,01/04/2024,,,
14341,2024-05,Enterprise,Product_B,20540.47,0.01,164.32,20376.15,01/05/2024,,,
14342,2024-05,Enterprise,Product_B,26841.19,0.01,134.21,26706.98,01/05/2024,,,
14343,2024-08,Retail,Subscription_C,1129.56,0.05,55.35,1074.21,01/08/2024,,,
14344,2024-05,Retail,Service_A,3897.39,0.05,190.97,3706.42,01/05/2024,,,
14345,2024-10,Enterprise,Service_A,25142.15,0.01,176,24966.15,01/10/2024,,,
14346,2024-09,Retail,Product_B,2398.6,0.05,112.73,2285.87,01/09/2024,,,
14347,2024-07,SMB,Subscription_C,10322.69,0.02,237.42,10085.27,01/07/2024,,,
14348,2024-06,Retail,Subscription_C,4363.64,0.04,178.91,4184.73,01/06/2024,,,
14349,2024-06,SMB,Product_B,12925.66,0.03,387.77,12537.89,01/06/2024,,,
14350,2024-11,Enterprise,Subscription_C,25751.23,0.01,206.01,25545.22,01/11/2024,,,
14351,2024-11,Retail,Subscription_C,1374.87,0.05,68.74,1306.13,01/11/2024,,,
14352,2024-06,Retail,Subscription_C,4955.87,0.05,232.93,4722.94,01/06/2024,,,
14353,2024-09,Enterprise,Product_B,24021.01,0.01,216.19,23804.82,01/09/2024,,,
14354,2024-03,SMB,AddOn_D,13491.91,0.02,310.31,13181.6,01/03/2024,,,
14355,2024-05,Retail,Subscription_C,1932.46,0.05,104.35,1828.11,01/05/2024,,,
14356,2024-04,Enterprise,Product_B,17088.6,0.01,119.62,16968.98,01/04/2024,,,
14357,2024-05,Enterprise,Product_B,21211.37,0.01,296.96,20914.41,01/05/2024,,,
14358,2024-10,Enterprise,AddOn_D,23166.21,0.01,162.16,23004.05,01/10/2024,,,
14359,2024-08,Retail,Subscription_C,3208.54,0.05,170.05,3038.49,01/08/2024,,,
14360,2024-05,Retail,Product_B,4858.25,0.05,257.49,4600.76,01/05/2024,,,
14361,2024-07,Enterprise,Service_A,16245.02,0.01,178.7,16066.32,01/07/2024,,,
14362,2024-03,Enterprise,Service_A,28994.02,0.01,347.93,28646.09,01/03/2024,,,
14363,2024-03,SMB,Subscription_C,9491.24,0.03,294.23,9197.01,01/03/2024,,,
14364,2024-03,SMB,Subscription_C,9376.19,0.03,262.53,9113.66,01/03/2024,,,
14365,2024-04,Retail,Service_A,2220.78,0.05,115.48,2105.3,01/04/2024,,,
14366,2024-01,Enterprise,AddOn_D,21293.16,0.01,212.93,21080.23,01/01/2024,,,
14367,2024-06,SMB,AddOn_D,7121.6,0.03,192.28,6929.32,01/06/2024,,,
14368,2024-06,Enterprise,Product_B,21828,0.01,305.59,21522.41,01/06/2024,,,
14369,2024-07,Retail,Service_A,4857.55,0.05,247.74,4609.81,01/07/2024,,,
14370,2024-08,SMB,Service_A,13128.81,0.02,236.32,12892.49,01/08/2024,,,
14371,2024-10,SMB,Service_A,10061.6,0.02,160.99,9900.61,01/10/2024,,,
14372,2024-10,Retail,AddOn_D,4162.07,0.05,195.62,3966.45,01/10/2024,,,
14373,2024-01,Enterprise,AddOn_D,29787.87,0.01,327.67,29460.2,01/01/2024,,,
14374,2024-03,Retail,Service_A,1970.11,0.04,82.74,1887.37,01/03/2024,,,
14375,2024-10,Retail,Service_A,1382.7,0.04,55.31,1327.39,01/10/2024,,,
14376,2024-03,Retail,Product_B,3646.39,0.05,175.03,3471.36,01/03/2024,,,
14377,2024-01,Retail,Subscription_C,3627.25,0.04,134.21,3493.04,01/01/2024,,,
14378,2024-03,Enterprise,Subscription_C,28294.21,0.01,339.53,27954.68,01/03/2024,,,
14379,2024-07,Retail,AddOn_D,2983.86,0.05,143.23,2840.63,01/07/2024,,,
14380,2024-06,SMB,Subscription_C,12251.31,0.04,428.8,11822.51,01/06/2024,,,
14381,2024-07,Retail,Product_B,3857.38,0.05,208.3,3649.08,01/07/2024,,,
14382,2024-09,SMB,AddOn_D,6795.65,0.03,183.48,6612.17,01/09/2024,,,
14383,2024-05,Retail,Subscription_C,4852.08,0.04,184.38,4667.7,01/05/2024,,,
14384,2024-07,Retail,Product_B,2702.05,0.04,116.19,2585.86,01/07/2024,,,
14385,2024-11,Retail,Service_A,2496.51,0.04,89.87,2406.64,01/11/2024,,,
14386,2024-01,Retail,AddOn_D,1510.93,0.04,54.39,1456.54,01/01/2024,,,
14387,2024-04,Enterprise,Product_B,28915.52,0.01,144.58,28770.94,01/04/2024,,,
14388,2024-03,Retail,Service_A,4379.94,0.04,179.58,4200.36,01/03/2024,,,
14389,2024-03,SMB,AddOn_D,8839.55,0.03,291.71,8547.84,01/03/2024,,,
14390,2024-09,Retail,Subscription_C,2418.24,0.05,123.33,2294.91,01/09/2024,,,
14391,2024-03,Enterprise,Subscription_C,27761.16,0.01,388.66,27372.5,01/03/2024,,,
14392,2024-10,SMB,Subscription_C,10133.28,0.03,283.73,9849.55,01/10/2024,,,
14393,2024-11,Enterprise,Service_A,22958.44,0.01,275.5,22682.94,01/11/2024,,,
14394,2024-04,Retail,Service_A,3152.1,0.04,119.78,3032.32,01/04/2024,,,
14395,2024-10,SMB,Subscription_C,12799.46,0.02,307.19,12492.27,01/10/2024,,,
14396,2024-07,Enterprise,Subscription_C,18982.74,0.01,113.9,18868.84,01/07/2024,,,
14397,2024-10,Enterprise,Subscription_C,15302.69,0.01,214.24,15088.45,01/10/2024,,,
14398,2024-08,Retail,Product_B,1435.35,0.05,74.64,1360.71,01/08/2024,,,
14399,2024-03,Retail,Product_B,3023.16,0.04,133.02,2890.14,01/03/2024,,,
14400,2024-01,Retail,Product_B,2550.79,0.04,94.38,2456.41,01/01/2024,,,
14401,2024-11,Retail,AddOn_D,2529.63,0.05,123.95,2405.68,01/11/2024,,,
14402,2024-08,Enterprise,Product_B,29962.14,0.01,239.7,29722.44,01/08/2024,,,
14403,2024-10,Enterprise,Service_A,21955.96,0.01,307.38,21648.58,01/10/2024,,,
14404,2024-11,Retail,Product_B,2711.56,0.05,141,2570.56,01/11/2024,,,
14405,2024-01,SMB,AddOn_D,5948.45,0.02,89.23,5859.22,01/01/2024,,,
14406,2024-01,Enterprise,Service_A,20601.23,0.01,185.41,20415.82,01/01/2024,,,
14407,2024-05,SMB,Service_A,5120.61,0.03,163.86,4956.75,01/05/2024,,,
14408,2024-01,Retail,Subscription_C,1686.71,0.05,84.34,1602.37,01/01/2024,,,
14409,2024-01,SMB,AddOn_D,6750.07,0.03,168.75,6581.32,01/01/2024,,,
14410,2024-03,Retail,AddOn_D,2425.97,0.05,131,2294.97,01/03/2024,,,
14411,2024-01,SMB,AddOn_D,14954.83,0.02,269.19,14685.64,01/01/2024,,,
14412,2024-06,Enterprise,Service_A,23033.34,0.01,276.4,22756.94,01/06/2024,,,
14413,2024-07,Retail,AddOn_D,1877.15,0.05,95.73,1781.42,01/07/2024,,,
14414,2024-01,SMB,Service_A,8774,0.02,193.03,8580.97,01/01/2024,,,
14415,2024-03,SMB,Product_B,13233.87,0.02,291.15,12942.72,01/03/2024,,,
14416,2024-01,Enterprise,AddOn_D,16259.09,0.01,146.33,16112.76,01/01/2024,,,
14417,2024-03,Retail,Subscription_C,4371.7,0.04,187.98,4183.72,01/03/2024,,,
14418,2024-01,SMB,Service_A,11762.96,0.02,247.02,11515.94,01/01/2024,,,
14419,2024-08,Retail,Service_A,3357.06,0.05,154.42,3202.64,01/08/2024,,,
14420,2024-06,Retail,Service_A,4273.87,0.05,192.32,4081.55,01/06/2024,,,
14421,2024-10,Enterprise,AddOn_D,20460.4,0.02,306.91,20153.49,01/10/2024,,,
14422,2024-10,Retail,Service_A,3546.37,0.05,191.5,3354.87,01/10/2024,,,
14423,2024-04,Enterprise,Product_B,24792.31,0.01,173.55,24618.76,01/04/2024,,,
14424,2024-08,Enterprise,Subscription_C,22079.85,0.01,176.64,21903.21,01/08/2024,,,
14425,2024-10,SMB,Service_A,6015.74,0.02,108.28,5907.46,01/10/2024,,,
14426,2024-11,SMB,Product_B,11311.44,0.02,226.23,11085.21,01/11/2024,,,
14427,2024-08,Retail,Product_B,3805.13,0.04,163.62,3641.51,01/08/2024,,,
14428,2024-07,SMB,Subscription_C,9328.45,0.03,233.21,9095.24,01/07/2024,,,
14429,2024-06,SMB,AddOn_D,5993.94,0.03,197.8,5796.14,01/06/2024,,,
14430,2024-07,Retail,Subscription_C,1671.7,0.05,81.91,1589.79,01/07/2024,,,
14431,2024-01,SMB,Product_B,12187.76,0.04,426.57,11761.19,01/01/2024,,,
14432,2024-03,Enterprise,Service_A,22905.42,0.01,206.15,22699.27,01/03/2024,,,
14433,2024-08,Retail,Subscription_C,1612.99,0.04,56.45,1556.54,01/08/2024,,,
14434,2024-10,SMB,Subscription_C,9770.4,0.03,312.65,9457.75,01/10/2024,,,
14435,2024-01,SMB,Service_A,6460.41,0.02,129.21,6331.2,01/01/2024,,,
14436,2024-03,Enterprise,Subscription_C,25224.9,0.01,353.15,24871.75,01/03/2024,,,
14437,2024-10,SMB,Product_B,11241.3,0.02,247.31,10993.99,01/10/2024,,,
14438,2024-03,SMB,Service_A,7791.73,0.02,148.04,7643.69,01/03/2024,,,
14439,2024-11,Retail,Product_B,2590.81,0.04,111.4,2479.41,01/11/2024,,,
14440,2024-09,SMB,Subscription_C,13069.96,0.04,457.45,12612.51,01/09/2024,,,
14441,2024-07,Enterprise,AddOn_D,23613.8,0.01,188.91,23424.89,01/07/2024,,,
14442,2024-05,Enterprise,AddOn_D,24459.98,0.01,269.06,24190.92,01/05/2024,,,
14443,2024-01,Enterprise,AddOn_D,28894.86,0.01,260.05,28634.81,01/01/2024,,,
14444,2024-08,SMB,AddOn_D,5997.07,0.03,173.92,5823.15,01/08/2024,,,
14445,2024-06,SMB,Service_A,8911.67,0.02,178.23,8733.44,01/06/2024,,,
14446,2024-01,SMB,Product_B,8439.04,0.03,219.42,8219.62,01/01/2024,,,
14447,2024-04,Retail,Product_B,4116.6,0.05,214.06,3902.54,01/04/2024,,,
14448,2024-03,Enterprise,AddOn_D,18257.67,0.01,219.09,18038.58,01/03/2024,,,
14449,2024-01,SMB,Service_A,5939.44,0.02,95.03,5844.41,01/01/2024,,,
14450,2024-11,Enterprise,AddOn_D,21727.95,0.01,173.82,21554.13,01/11/2024,,,
14451,2024-09,Retail,Service_A,1651.28,0.04,72.66,1578.62,01/09/2024,,,
14452,2024-03,SMB,Service_A,10364.59,0.02,176.2,10188.39,01/03/2024,,,
14453,2024-01,SMB,AddOn_D,6310.15,0.03,176.68,6133.47,01/01/2024,,,
14454,2024-03,SMB,Product_B,7134.68,0.02,114.15,7020.53,01/03/2024,,,
14455,2024-03,Enterprise,AddOn_D,19071.08,0.01,171.64,18899.44,01/03/2024,,,
14456,2024-07,Retail,AddOn_D,2196.9,0.04,90.07,2106.83,01/07/2024,,,
14457,2024-08,SMB,Subscription_C,7962.04,0.02,175.16,7786.88,01/08/2024,,,
14458,2024-03,Enterprise,Service_A,21711.31,0.01,303.96,21407.35,01/03/2024,,,
